example_id,query,action,crime_type,area,time_window,language
AG-06437,Which repeat offenders connect Unlawful Assembly cases in Rajajinagar last month?,investigate_network,Unlawful Assembly,Rajajinagar,last_month,en
AG-03731,Which repeat offenders connect Child Offences cases in Silk Board in the last 30 days?,investigate_network,Child Offences,Silk Board,last_30_days,en
AG-09717,Map danger zones for Eve Teasing in Silk Board today,show_hotspots,Eve Teasing,Silk Board,today,en
AG-06279,Map danger zones for Land Disputes in Indiranagar in the last 30 days,show_hotspots,Land Disputes,Indiranagar,last_30_days,en
AG-03082,ಯಲಹಂಕದಲ್ಲಿ ಇಂದು ಕೌಟುಂಬಿಕ ಹಿಂಸಾಚಾರ ಅಪಾಯ ವಲಯಗಳನ್ನು ನಕ್ಷೆಯಲ್ಲಿ ತೋರಿಸಿ,show_hotspots,Domestic Violence,Yelahanka,today,kn
AG-09274,ಸಿಲ್ಕ್ ಬೋರ್ಡ್ ಪ್ರದೇಶದ ಮಕ್ಕಳ ವಿರುದ್ಧದ ಅಪರಾಧ ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Child Offences,Silk Board,last_30_days,kn
AG-03852,ವೈಟ್‌ಫೀಲ್ಡ್ದಲ್ಲಿ ಈ ವರ್ಷ ಭೂ ವಿವಾದ ಆರೋಪಿ ಮತ್ತು ಎಫ್‌ಐಆರ್ ಜಾಲವನ್ನು ತೋರಿಸಿ,investigate_network,Land Disputes,Whitefield,this_year,kn
AG-04553,Show the accused and FIR network for Murder at Hebbal today,investigate_network,Murder,Hebbal,today,en
AG-01353,Analyze hotspot evidence for Missing Persons at Silk Board in the last 30 days,show_hotspots,Missing Persons,Silk Board,last_30_days,en
AG-05652,ಜಯನಗರದಲ್ಲಿ ಈ ವರ್ಷ ಮಾದಕ ವಸ್ತು ಅಪರಾಧ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳ ಸಂಪರ್ಕ ಹುಡುಕಿ,investigate_network,Narcotics,Jayanagar,this_year,kn
AG-08187,Analyze hotspot evidence for Murder at HSR Layout this year,show_hotspots,Murder,HSR Layout,this_year,en
AG-00641,Find repeat accused links for Domestic Violence in Malleshwaram this week,investigate_network,Domestic Violence,Malleshwaram,this_week,en
AG-08475,Show Missing Persons hotspots around Malleshwaram last month,show_hotspots,Missing Persons,Malleshwaram,last_month,en
AG-09308,ಆರ್‌ಟಿ ನಗರದಲ್ಲಿ ಕಳೆದ ತಿಂಗಳು ನಡೆದ ಕೊಲೆ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Murder,RT Nagar,last_month,kn
AG-03682,ಕೆಆರ್ ಮಾರ್ಕೆಟ್ ಸುತ್ತಮುತ್ತ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಮಹಿಳಾ ಕಿರುಕುಳ ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Eve Teasing,KR Market,last_30_days,kn
AG-07796,ಆರ್‌ಟಿ ನಗರದಲ್ಲಿ ಕಳೆದ ತಿಂಗಳು ನಡೆದ ಕಾಣೆಯಾದ ವ್ಯಕ್ತಿಗಳು ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Missing Persons,RT Nagar,last_month,kn
AG-04284,ಸಿಲ್ಕ್ ಬೋರ್ಡ್ದಲ್ಲಿ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಹಲ್ಲೆ ಮತ್ತು ಹಿಂಸಾಚಾರ ಆರೋಪಿ ಮತ್ತು ಎಫ್‌ಐಆರ್ ಜಾಲವನ್ನು ತೋರಿಸಿ,investigate_network,Assault & Violence,Silk Board,last_30_days,kn
AG-06790,ಯಶವಂತಪುರ ಪ್ರದೇಶದ ಕೌಟುಂಬಿಕ ಹಿಂಸಾಚಾರ ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Domestic Violence,Yeshwantpur,all,kn
AG-02436,ಕೆಆರ್ ಮಾರ್ಕೆಟ್ದಲ್ಲಿ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಕೊಲೆ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳ ಸಂಪರ್ಕ ಹುಡುಕಿ,investigate_network,Murder,KR Market,last_30_days,kn
AG-07062,ಜಯನಗರ ಪ್ರದೇಶದ ಕೋಮು ಅಪರಾಧ ಪ್ರಕರಣಗಳನ್ನು ಸಂಪರ್ಕಿಸುವ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳು ಯಾರು?,investigate_network,Communal Offences,Jayanagar,this_year,kn
AG-01265,Show the accused and FIR network for Assault & Violence at HSR Layout today,investigate_network,Assault & Violence,HSR Layout,today,en
AG-05199,Which high-risk areas near Basavanagudi have Child Offences ?,show_hotspots,Child Offences,Basavanagudi,all,en
AG-07229,Investigate connected suspects in Murder cases near Basavanagudi last month,investigate_network,Murder,Basavanagudi,last_month,en
AG-02633,Show the accused and FIR network for Cyber Crime at Yelahanka in the last 30 days,investigate_network,Cyber Crime,Yelahanka,last_30_days,en
AG-00295,Show Eve Teasing cases in Jayanagar last month,search_cases,Eve Teasing,Jayanagar,last_month,en
AG-00209,Which repeat offenders connect Narcotics cases in Hebbal last month?,investigate_network,Narcotics,Hebbal,last_month,en
AG-09576,ಬಸವನಗುಡಿದಲ್ಲಿ ದರೋಡೆ ಮತ್ತು ಡಕಾಯಿತಿ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳ ಸಂಪರ್ಕ ಹುಡುಕಿ,investigate_network,Robbery & Dacoity,Basavanagudi,all,kn
AG-09661,Find FIR records for Domestic Violence near Marathahalli this year,search_cases,Domestic Violence,Marathahalli,this_year,en
AG-09240,ವೈಟ್‌ಫೀಲ್ಡ್ ಸಮೀಪದ ವಂಚನೆ ಮತ್ತು ಮೋಸ ಪ್ರಕರಣಗಳ ಸಂಪರ್ಕಿತ ಶಂಕಿತರನ್ನು ಈ ವರ್ಷ ಪರಿಶೀಲಿಸಿ,investigate_network,Fraud & Cheating,Whitefield,this_year,kn
AG-06282,ಬಿಟಿಎಂ ಲೇಔಟ್ ಸಮೀಪದ ಭೂ ವಿವಾದ ಪ್ರಕರಣಗಳ ಸಂಪರ್ಕಿತ ಶಂಕಿತರನ್ನು ಈ ವಾರ ಪರಿಶೀಲಿಸಿ,investigate_network,Land Disputes,BTM Layout,this_week,kn
AG-09621,Map danger zones for Narcotics in Yelahanka,show_hotspots,Narcotics,Yelahanka,all,en
AG-01302,ರಾಜಾಜಿನಗರ ಪ್ರದೇಶದ ಆಸ್ತಿ ಕಳ್ಳತನ ಪ್ರಕರಣಗಳನ್ನು ಸಂಪರ್ಕಿಸುವ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳು ಯಾರು?,investigate_network,Property Theft,Rajajinagar,this_week,kn
AG-07332,ಮೈಸೂರು ರಸ್ತೆ ಪ್ರದೇಶದ ಆಸ್ತಿ ಕಳ್ಳತನ ಪ್ರಕರಣಗಳನ್ನು ಸಂಪರ್ಕಿಸುವ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳು ಯಾರು?,investigate_network,Property Theft,Mysuru Road,last_30_days,kn
AG-01468,ರಾಜಾಜಿನಗರದಲ್ಲಿ ಇಂದು ಹಲ್ಲೆ ಮತ್ತು ಹಿಂಸಾಚಾರ ಅಪಾಯ ವಲಯಗಳನ್ನು ನಕ್ಷೆಯಲ್ಲಿ ತೋರಿಸಿ,show_hotspots,Assault & Violence,Rajajinagar,today,kn
AG-04993,How many Domestic Violence incidents occurred at Electronic City last month?,search_cases,Domestic Violence,Electronic City,last_month,en
AG-05895,Analyze hotspot evidence for Domestic Violence at HSR Layout today,show_hotspots,Domestic Violence,HSR Layout,today,en
AG-06971,Investigate connected suspects in Property Theft cases near Silk Board today,investigate_network,Property Theft,Silk Board,today,en
AG-03276,ಬನ್ನೇರುಘಟ್ಟ ರಸ್ತೆ ಪ್ರದೇಶದ ಕೊಲೆ ಪ್ರಕರಣಗಳನ್ನು ಸಂಪರ್ಕಿಸುವ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳು ಯಾರು?,investigate_network,Murder,Bannerghatta Road,today,kn
AG-00383,Find repeat accused links for Murder in HSR Layout this year,investigate_network,Murder,HSR Layout,this_year,en
AG-09173,Investigate connected suspects in Murder cases near Silk Board,investigate_network,Murder,Silk Board,all,en
AG-08939,Investigate connected suspects in Fraud & Cheating cases near Mysuru Road this week,investigate_network,Fraud & Cheating,Mysuru Road,this_week,en
AG-01654,ಆರ್‌ಟಿ ನಗರದಲ್ಲಿ ಈ ವಾರ ಕೊಲೆ ಅಪಾಯ ವಲಯಗಳನ್ನು ನಕ್ಷೆಯಲ್ಲಿ ತೋರಿಸಿ,show_hotspots,Murder,RT Nagar,this_week,kn
AG-07778,ಮೈಸೂರು ರಸ್ತೆ ಪ್ರದೇಶದ ಹಲ್ಲೆ ಮತ್ತು ಹಿಂಸಾಚಾರ ವರದಿಗಳನ್ನು ಈ ವಾರ ಹುಡುಕಿ,search_cases,Assault & Violence,Mysuru Road,this_week,kn
AG-09825,Analyze hotspot evidence for Assault & Violence at Mysuru Road this year,show_hotspots,Assault & Violence,Mysuru Road,this_year,en
AG-00043,Search reports about Missing Persons in Marathahalli this year,search_cases,Missing Persons,Marathahalli,this_year,en
AG-06912,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಿಟಿದಲ್ಲಿ ಈ ವಾರ ಕಾಣೆಯಾದ ವ್ಯಕ್ತಿಗಳು ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳ ಸಂಪರ್ಕ ಹುಡುಕಿ,investigate_network,Missing Persons,Electronic City,this_week,kn
AG-01427,Investigate connected suspects in Missing Persons cases near Indiranagar in the last 30 days,investigate_network,Missing Persons,Indiranagar,last_30_days,en
AG-01779,Analyze hotspot evidence for Vehicle Theft at Marathahalli this week,show_hotspots,Vehicle Theft,Marathahalli,this_week,en
AG-05970,ಬಿಟಿಎಂ ಲೇಔಟ್ದಲ್ಲಿ ಈ ವರ್ಷ ಮಕ್ಕಳ ವಿರುದ್ಧದ ಅಪರಾಧ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳ ಸಂಪರ್ಕ ಹುಡುಕಿ,investigate_network,Child Offences,BTM Layout,this_year,kn
AG-06598,ಬಿಟಿಎಂ ಲೇಔಟ್ ಪ್ರದೇಶದ ಕೊಲೆ ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Murder,BTM Layout,all,kn
AG-06657,Which high-risk areas near BTM Layout have Vehicle Theft this week?,show_hotspots,Vehicle Theft,BTM Layout,this_week,en
AG-08362,ಮಾರತಹಳ್ಳಿ ಸುತ್ತಮುತ್ತ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಕೌಟುಂಬಿಕ ಹಿಂಸಾಚಾರ ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Domestic Violence,Marathahalli,last_30_days,kn
AG-06303,Show Communal Offences hotspots around MG Road last month,show_hotspots,Communal Offences,MG Road,last_month,en
AG-07011,Which high-risk areas near Jayanagar have Land Disputes this week?,show_hotspots,Land Disputes,Jayanagar,this_week,en
AG-05428,ಹೆಬ್ಬಾಳದಲ್ಲಿ ಇಂದು ಕೊಲೆ ಅಪಾಯ ವಲಯಗಳನ್ನು ನಕ್ಷೆಯಲ್ಲಿ ತೋರಿಸಿ,show_hotspots,Murder,Hebbal,today,kn
AG-03592,ಎಂಜಿ ರಸ್ತೆ ಪ್ರದೇಶದ ದರೋಡೆ ಮತ್ತು ಡಕಾಯಿತಿ ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ಈ ವಾರ ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Robbery & Dacoity,MG Road,this_week,kn
AG-04457,Find repeat accused links for Child Offences in Koramangala last month,investigate_network,Child Offences,Koramangala,last_month,en
AG-06619,How many Murder incidents occurred at Bannerghatta Road today?,search_cases,Murder,Bannerghatta Road,today,en
AG-00719,Investigate connected suspects in Unlawful Assembly cases near Mysuru Road in the last 30 days,investigate_network,Unlawful Assembly,Mysuru Road,last_30_days,en
AG-08511,Show Missing Persons hotspots around Bannerghatta Road today,show_hotspots,Missing Persons,Bannerghatta Road,today,en
AG-04208,ಮೈಸೂರು ರಸ್ತೆ ಪ್ರದೇಶದ ಕೌಟುಂಬಿಕ ಹಿಂಸಾಚಾರ ವರದಿಗಳನ್ನು ಈ ವಾರ ಹುಡುಕಿ,search_cases,Domestic Violence,Mysuru Road,this_week,kn
AG-06034,ಸಿಲ್ಕ್ ಬೋರ್ಡ್ ಸಮೀಪ ಈ ವರ್ಷ ಸೈಬರ್ ಅಪರಾಧ ಹೆಚ್ಚಿನ ಅಪಾಯದ ಪ್ರದೇಶಗಳು ಯಾವುವು?,show_hotspots,Cyber Crime,Silk Board,this_year,kn
AG-04550,ಆರ್‌ಟಿ ನಗರದಲ್ಲಿ ನಡೆದ ಕೊಲೆ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Murder,RT Nagar,all,kn
AG-07114,ಯಲಹಂಕದಲ್ಲಿ ಇಂದು ಕೋಮು ಅಪರಾಧ ಅಪಾಯ ವಲಯಗಳನ್ನು ನಕ್ಷೆಯಲ್ಲಿ ತೋರಿಸಿ,show_hotspots,Communal Offences,Yelahanka,today,kn
AG-07671,Show Communal Offences hotspots around Yeshwantpur,show_hotspots,Communal Offences,Yeshwantpur,all,en
AG-07328,ಬಸವನಗುಡಿದಲ್ಲಿ ಈ ವಾರ ಎಷ್ಟು ಭೂ ವಿವಾದ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Land Disputes,Basavanagudi,this_week,kn
AG-04185,Show Assault & Violence hotspots around HSR Layout,show_hotspots,Assault & Violence,HSR Layout,all,en
AG-08451,Which high-risk areas near Jayanagar have Child Offences today?,show_hotspots,Child Offences,Jayanagar,today,en
AG-03774,ಮೈಸೂರು ರಸ್ತೆದಲ್ಲಿ ಈ ವರ್ಷ ಮಾದಕ ವಸ್ತು ಅಪರಾಧ ಆರೋಪಿ ಮತ್ತು ಎಫ್‌ಐಆರ್ ಜಾಲವನ್ನು ತೋರಿಸಿ,investigate_network,Narcotics,Mysuru Road,this_year,kn
AG-08492,ಎಚ್‌ಎಸ್‌ಆರ್ ಲೇಔಟ್ದಲ್ಲಿ ಈ ವಾರ ಎಷ್ಟು ಕೋಮು ಅಪರಾಧ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Communal Offences,HSR Layout,this_week,kn
AG-06170,ಮಾರತಹಳ್ಳಿದಲ್ಲಿ ಇಂದು ನಡೆದ ದರೋಡೆ ಮತ್ತು ಡಕಾಯಿತಿ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Robbery & Dacoity,Marathahalli,today,kn
AG-08162,ಹೆಬ್ಬಾಳ ಪ್ರದೇಶದ ಸೈಬರ್ ಅಪರಾಧ ವರದಿಗಳನ್ನು ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಹುಡುಕಿ,search_cases,Cyber Crime,Hebbal,last_30_days,kn
AG-02161,Search reports about Eve Teasing in Hebbal,search_cases,Eve Teasing,Hebbal,all,en
AG-00551,Investigate connected suspects in Child Offences cases near Silk Board last month,investigate_network,Child Offences,Silk Board,last_month,en
AG-06096,ರಾಜಾಜಿನಗರ ಪ್ರದೇಶದ ವಂಚನೆ ಮತ್ತು ಮೋಸ ಪ್ರಕರಣಗಳನ್ನು ಸಂಪರ್ಕಿಸುವ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳು ಯಾರು?,investigate_network,Fraud & Cheating,Rajajinagar,last_30_days,kn
AG-09197,Find repeat accused links for Eve Teasing in HSR Layout this year,investigate_network,Eve Teasing,HSR Layout,this_year,en
AG-02575,Find FIR records for Fraud & Cheating near Hebbal this year,search_cases,Fraud & Cheating,Hebbal,this_year,en
AG-06730,ಕೋರಮಂಗಲ ಸಮೀಪ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಕೊಲೆ ಹೆಚ್ಚಿನ ಅಪಾಯದ ಪ್ರದೇಶಗಳು ಯಾವುವು?,show_hotspots,Murder,Koramangala,last_30_days,kn
AG-02066,ಇಂದಿರಾನಗರ ಸಮೀಪದ ಕಾನೂನುಬಾಹಿರ ಸಭೆ ಎಫ್‌ಐಆರ್ ದಾಖಲೆಗಳನ್ನು ಹುಡುಕಿ,search_cases,Unlawful Assembly,Indiranagar,all,kn
AG-01767,Map danger zones for Robbery & Dacoity in Mysuru Road in the last 30 days,show_hotspots,Robbery & Dacoity,Mysuru Road,last_30_days,en
AG-07888,ಮಲ್ಲೇಶ್ವರಂದಲ್ಲಿ ಇಂದು ದರೋಡೆ ಮತ್ತು ಡಕಾಯಿತಿ ಅಪಾಯ ವಲಯಗಳನ್ನು ನಕ್ಷೆಯಲ್ಲಿ ತೋರಿಸಿ,show_hotspots,Robbery & Dacoity,Malleshwaram,today,kn
AG-09458,ಯಶವಂತಪುರ ಪ್ರದೇಶದ ವಾಹನ ಕಳ್ಳತನ ವರದಿಗಳನ್ನು ಇಂದು ಹುಡುಕಿ,search_cases,Vehicle Theft,Yeshwantpur,today,kn
AG-04815,Map danger zones for Fraud & Cheating in Koramangala last month,show_hotspots,Fraud & Cheating,Koramangala,last_month,en
AG-09715,How many Assault & Violence incidents occurred at Bannerghatta Road ?,search_cases,Assault & Violence,Bannerghatta Road,all,en
AG-09236,ವೈಟ್‌ಫೀಲ್ಡ್ದಲ್ಲಿ ಈ ವಾರ ಎಷ್ಟು ಕೊಲೆ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Murder,Whitefield,this_week,kn
AG-04623,Show Property Theft hotspots around RT Nagar last month,show_hotspots,Property Theft,RT Nagar,last_month,en
AG-00305,Find repeat accused links for Robbery & Dacoity in Indiranagar today,investigate_network,Robbery & Dacoity,Indiranagar,today,en
AG-05905,Search reports about Communal Offences in BTM Layout last month,search_cases,Communal Offences,BTM Layout,last_month,en
AG-06611,Show the accused and FIR network for Child Offences at BTM Layout today,investigate_network,Child Offences,BTM Layout,today,en
AG-05040,ರಾಜಾಜಿನಗರ ಸಮೀಪದ ವಾಹನ ಕಳ್ಳತನ ಪ್ರಕರಣಗಳ ಸಂಪರ್ಕಿತ ಶಂಕಿತರನ್ನು ಈ ವರ್ಷ ಪರಿಶೀಲಿಸಿ,investigate_network,Vehicle Theft,Rajajinagar,this_year,kn
AG-04222,ಬಿಟಿಎಂ ಲೇಔಟ್ದಲ್ಲಿ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಸೈಬರ್ ಅಪರಾಧ ಅಪಾಯ ವಲಯಗಳನ್ನು ನಕ್ಷೆಯಲ್ಲಿ ತೋರಿಸಿ,show_hotspots,Cyber Crime,BTM Layout,last_30_days,kn
AG-05250,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಿಟಿದಲ್ಲಿ ಈ ವರ್ಷ ಸೈಬರ್ ಅಪರಾಧ ಆರೋಪಿ ಮತ್ತು ಎಫ್‌ಐಆರ್ ಜಾಲವನ್ನು ತೋರಿಸಿ,investigate_network,Cyber Crime,Electronic City,this_year,kn
AG-02385,Map danger zones for Communal Offences in Yelahanka this year,show_hotspots,Communal Offences,Yelahanka,this_year,en
AG-02350,ವೈಟ್‌ಫೀಲ್ಡ್ದಲ್ಲಿ ಇಂದು ಹಲ್ಲೆ ಮತ್ತು ಹಿಂಸಾಚಾರ ಅಪಾಯ ವಲಯಗಳನ್ನು ನಕ್ಷೆಯಲ್ಲಿ ತೋರಿಸಿ,show_hotspots,Assault & Violence,Whitefield,today,kn
AG-04505,Investigate connected suspects in Vehicle Theft cases near Marathahalli in the last 30 days,investigate_network,Vehicle Theft,Marathahalli,last_30_days,en
AG-08479,Search reports about Narcotics in Marathahalli last month,search_cases,Narcotics,Marathahalli,last_month,en
AG-00850,ಮಾರತಹಳ್ಳಿ ಪ್ರದೇಶದ ಭೂ ವಿವಾದ ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Land Disputes,Marathahalli,last_30_days,kn
AG-01172,ವೈಟ್‌ಫೀಲ್ಡ್ದಲ್ಲಿ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ನಡೆದ ಕೌಟುಂಬಿಕ ಹಿಂಸಾಚಾರ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Domestic Violence,Whitefield,last_30_days,kn
AG-07875,Show Missing Persons hotspots around RT Nagar this week,show_hotspots,Missing Persons,RT Nagar,this_week,en
AG-00512,ಜಯನಗರ ಪ್ರದೇಶದ ಮಹಿಳಾ ಕಿರುಕುಳ ವರದಿಗಳನ್ನು ಈ ವಾರ ಹುಡುಕಿ,search_cases,Eve Teasing,Jayanagar,this_week,kn
AG-07369,Find FIR records for Communal Offences near Malleshwaram,search_cases,Communal Offences,Malleshwaram,all,en
AG-01350,ಬನ್ನೇರುಘಟ್ಟ ರಸ್ತೆದಲ್ಲಿ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಭೂ ವಿವಾದ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳ ಸಂಪರ್ಕ ಹುಡುಕಿ,investigate_network,Land Disputes,Bannerghatta Road,last_30_days,kn
AG-06239,Investigate connected suspects in Missing Persons cases near HSR Layout this year,investigate_network,Missing Persons,HSR Layout,this_year,en
AG-05906,ಮೈಸೂರು ರಸ್ತೆದಲ್ಲಿ ಕಳೆದ ತಿಂಗಳು ಎಷ್ಟು ಆಸ್ತಿ ಕಳ್ಳತನ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Property Theft,Mysuru Road,last_month,kn
AG-09216,ಯಶವಂತಪುರ ಸಮೀಪದ ವಂಚನೆ ಮತ್ತು ಮೋಸ ಪ್ರಕರಣಗಳ ಸಂಪರ್ಕಿತ ಶಂಕಿತರನ್ನು ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಪರಿಶೀಲಿಸಿ,investigate_network,Fraud & Cheating,Yeshwantpur,last_30_days,kn
AG-00849,Which high-risk areas near Rajajinagar have Domestic Violence today?,show_hotspots,Domestic Violence,Rajajinagar,today,en
AG-08889,Which high-risk areas near Marathahalli have Communal Offences last month?,show_hotspots,Communal Offences,Marathahalli,last_month,en
AG-05655,Map danger zones for Communal Offences in Bannerghatta Road,show_hotspots,Communal Offences,Bannerghatta Road,all,en
AG-04427,Which repeat offenders connect Vehicle Theft cases in Bannerghatta Road last month?,investigate_network,Vehicle Theft,Bannerghatta Road,last_month,en
AG-05408,ರಾಜಾಜಿನಗರದಲ್ಲಿ ಇಂದು ನಡೆದ ಕಾನೂನುಬಾಹಿರ ಸಭೆ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Unlawful Assembly,Rajajinagar,today,kn
AG-01194,ಎಂಜಿ ರಸ್ತೆ ಪ್ರದೇಶದ ವಂಚನೆ ಮತ್ತು ಮೋಸ ಪ್ರಕರಣಗಳನ್ನು ಸಂಪರ್ಕಿಸುವ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳು ಯಾರು?,investigate_network,Fraud & Cheating,MG Road,today,kn
AG-02695,Search reports about Communal Offences in Bannerghatta Road in the last 30 days,search_cases,Communal Offences,Bannerghatta Road,last_30_days,en
AG-00740,ಕೋರಮಂಗಲ ಪ್ರದೇಶದ ಭೂ ವಿವಾದ ವರದಿಗಳನ್ನು ಈ ವರ್ಷ ಹುಡುಕಿ,search_cases,Land Disputes,Koramangala,this_year,kn
AG-03404,ಹೆಬ್ಬಾಳ ಪ್ರದೇಶದ ಕೋಮು ಅಪರಾಧ ವರದಿಗಳನ್ನು ಈ ವರ್ಷ ಹುಡುಕಿ,search_cases,Communal Offences,Hebbal,this_year,kn
AG-02460,ಮೈಸೂರು ರಸ್ತೆ ಸಮೀಪದ ಕಾನೂನುಬಾಹಿರ ಸಭೆ ಪ್ರಕರಣಗಳ ಸಂಪರ್ಕಿತ ಶಂಕಿತರನ್ನು ಈ ವರ್ಷ ಪರಿಶೀಲಿಸಿ,investigate_network,Unlawful Assembly,Mysuru Road,this_year,kn
AG-06670,ಯಶವಂತಪುರ ಸುತ್ತಮುತ್ತ ಕಳೆದ ತಿಂಗಳು ಕೋಮು ಅಪರಾಧ ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Communal Offences,Yeshwantpur,last_month,kn
AG-05531,Investigate connected suspects in Property Theft cases near Hebbal this year,investigate_network,Property Theft,Hebbal,this_year,en
AG-05303,Investigate connected suspects in Robbery & Dacoity cases near Electronic City today,investigate_network,Robbery & Dacoity,Electronic City,today,en
AG-06004,ಮೈಸೂರು ರಸ್ತೆದಲ್ಲಿ ಕೋಮು ಅಪರಾಧ ಅಪಾಯ ವಲಯಗಳನ್ನು ನಕ್ಷೆಯಲ್ಲಿ ತೋರಿಸಿ,show_hotspots,Communal Offences,Mysuru Road,all,kn
AG-09520,ರಾಜಾಜಿನಗರ ಸುತ್ತಮುತ್ತ ಕಳೆದ ತಿಂಗಳು ವಾಹನ ಕಳ್ಳತನ ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Vehicle Theft,Rajajinagar,last_month,kn
AG-00985,How many Child Offences incidents occurred at Malleshwaram this year?,search_cases,Child Offences,Malleshwaram,this_year,en
AG-00098,ವೈಟ್‌ಫೀಲ್ಡ್ ಪ್ರದೇಶದ ಕೊಲೆ ವರದಿಗಳನ್ನು ಕಳೆದ ತಿಂಗಳು ಹುಡುಕಿ,search_cases,Murder,Whitefield,last_month,kn
AG-09228,ಎಂಜಿ ರಸ್ತೆ ಸಮೀಪದ ಮಾದಕ ವಸ್ತು ಅಪರಾಧ ಪ್ರಕರಣಗಳ ಸಂಪರ್ಕಿತ ಶಂಕಿತರನ್ನು ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಪರಿಶೀಲಿಸಿ,investigate_network,Narcotics,MG Road,last_30_days,kn
AG-08649,Show Cyber Crime hotspots around HSR Layout this week,show_hotspots,Cyber Crime,HSR Layout,this_week,en
AG-04846,ಕೋರಮಂಗಲ ಪ್ರದೇಶದ ಕೋಮು ಅಪರಾಧ ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ಕಳೆದ ತಿಂಗಳು ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Communal Offences,Koramangala,last_month,kn
AG-00026,ರಾಜಾಜಿನಗರ ಸಮೀಪದ ಕೋಮು ಅಪರಾಧ ಎಫ್‌ಐಆರ್ ದಾಖಲೆಗಳನ್ನು ಹುಡುಕಿ,search_cases,Communal Offences,Rajajinagar,all,kn
AG-04961,Show the accused and FIR network for Vehicle Theft at HSR Layout this week,investigate_network,Vehicle Theft,HSR Layout,this_week,en
